小区,地址,房型,面积,朝向,层高,建造年份,单位面积价格,总价格,备注
联发君悦滨江,章贡章江北大道章江北大道,3室2厅2卫,137㎡,东南,低层(共26层),2016年建造,9928元/㎡,136万,好房推荐！联发品质 全线江景 豪装三房 家具家电齐全拎包入住广告
嘉福国际(章贡),章贡红旗大道渡口路9号,4室2厅2卫,128.11㎡,东南,中层(共28层),2015年建造,10929元/㎡,140万,好房推荐！嘉福国际 江景精装四房 装修未入住 诚意出售
联发君悦滨江,章贡章江北大道章江北大道,3室2厅2卫,125㎡,南北,中层(共27层),2019年建造,10240元/㎡,128万,捡漏了联发君悦滨江 南北通透双阳台 精装三房 全线江景采光好
联发君悦滨江,章贡章江北大道章江北大道,3室2厅2卫,125㎡,南北,高层(共27层),2019年建造,10240元/㎡,128万,全线江景联发君悦滨江 南北通透双阳台 毛坯三房 采光视野好
国际时代广场,章贡红旗大道红旗大道94号,3室2厅2卫,120㎡,南北,中层(共24层),2015年建造,9167元/㎡,110万,好户型双阳台南北通透，瓷砖上墙装修保养好，大润发三康庙赣三中
中梁华董国宾府,章贡八一四大道栎木坑路,4室2厅2卫,125.73㎡,东南,中层(共11层),2018年建造,9783元/㎡,123万,白云旁 中梁国宾府 洋房中间楼层四房 生活方便 配套成熟
巨亿城,章贡八一四大道八一四大道,5室2厅2卫,131㎡,南,高层(共34层),2018年建造,9619元/㎡,126万,章贡区 恒大名都旁 九方巨亿广场  楼层 不临高架
中环中央城B区,章贡中央公园绵江路21号,4室2厅2卫,130㎡,南,低层(共22层),2017年建造,14616元/㎡,190万,好房推荐！章江新区中央城大四房 万象城商圈 带  南向大露台
联泰天璞,章贡蓉江新区105国道,4室2厅2卫,135㎡,南,高层(共31层),2020年建造,12519元/㎡,169万,捡漏 168W买 蓉江新区 联泰天璞 全线江景 毛坯四房
新华府,章贡虔东大道西郊路9号,4室2厅2卫,140㎡,南北,中层(共18层),2019年建造,9286元/㎡,130万,一线江景零公摊得房率高，赣三中赣七中阳明小 学，大润发三康庙
国际时代广场,章贡红旗大道红旗大道94号,3室2厅2卫,140㎡,东南,高层(共20层),2010年建造,7858元/㎡,110万,江边好房 国际时代 双阳台毛坯三房两卫 横厅设计 诚意出售
西津路社区,章贡西津路西津路23号,2室2厅1卫,66.6㎡,南北,中层(共7层),1990年建造,5691元/㎡,37.9万,老城区西津路郁孤台 全新装修中间楼层南北通透带30平  露台
和平路社区(云峰巷),章贡健康路云峰巷1号,2室2厅1卫,93㎡,南,中层(共7层),1995年建造,4280元/㎡,39.8万,老城区大公路二小宋城公园 南北通透全新装修 契税满五年
联泰天璞,章贡蓉江新区105国道,4室2厅2卫,162㎡,南,低层(共6层),2018年建造,13704元/㎡,222万,业主急售，江边带露台洋房，三面采光，前后无遮挡
文明大道17-25号小区,章贡张家围文明大道17-25号,3室2厅1卫,80㎡,南,低层(共6层),1990年建造,5575元/㎡,44.6万,文明大道红旗二小桃园农贸市场 户型方正前后带阳台送柴间
恒瑞蓝波湾,章贡章江北大道章江北大道18号,4室2厅2卫,183.7㎡,南北,低层(共18层),2007年建造,8275元/㎡,152万,章江  道南红旗二小旁章贡中学附近精装修大气4房2厅2卫3阳
龙兴福居极少墅,章贡文清路赣丰路,4室2厅2卫,155㎡,南北,高层(共31层),2021年建造,12504元/㎡,193.8万,一线江景豪宅看来水 龙兴福居极少墅只要193.8万
厚德路34号小区,章贡东桥路厚德路34号,5室3厅2卫,128.16㎡,南,共5层,1999年建造,6087元/㎡,78万,厚德路 5室3厅 性价比高 产光好 地段繁华 带露台 好停车
富力现代城,章贡蓉江新区武陵大桥,3室2厅2卫,123㎡,东南,中层(共18层),2022年建造,13171元/㎡,162万,急售蓉江之星，南北通透双阳台，  楼层，视野开阔，滨江公园，
嘉福新天地,章贡中央公园平安大道,3室2厅2卫,106㎡,南北,中层(共16层),2022年建造,14642元/㎡,155.2万,中书文旅旁 嘉福新天地 155.2万超大主卧 品质小区
九里峰山原山,章贡蓉江新区峰景路,4室3厅4卫,506㎡,南北,共3层,2017年建造,20751元/㎡,1050万,九里峰山独栋大别墅 捡漏仅1050万 1600平使用面积
蕻菜塘40号住宅,"章贡赣江路大公路,近和平路",2室2厅1卫,65㎡,南,低层(共7层),1994年建造,5662元/㎡,36.8万,蕻菜塘 全新精装 2室2厅 低楼层 高性价比 临江地段
蕻菜塘40号住宅,"章贡赣江路大公路,近和平路",2室2厅1卫,65㎡,南,低层(共7层),1992年建造,4924元/㎡,32万,蕻菜塘 江边小区 精装实惠2房 适合老人居住 低楼层 带柴间
圣地亚哥(别墅),章贡金星路金岭西路75号,6室3厅4卫,360㎡,南北,地下(共4层),2018年建造,11862元/㎡,427万,降价30万！  亚哥头排江景别墅 前后花园300平
九里峰山原山,章贡蓉江新区峰景路,6室3厅4卫,203㎡,南北,共3层,2016年建造,13794元/㎡,280万,新上 九里峰山一期别墅 已全部改造 地势高 南入户
九里峰山云湖曦岸,章贡蓉江新区峰景路,6室2厅5卫,263㎡,南北,共4层,2019年建造,11331元/㎡,298万,湖景联排边套 九里峰山捡大漏 298万前后大花园
天华御景苑,章贡章江北大道杨公路11号,3室2厅2卫,136㎡,南,中层(共7层),2010年建造,8456元/㎡,115万,章江  道江边小区 大气三房 保养很新 136平仅售115万
新力钰珑湾,章贡虔东大道科盈路,5室2厅3卫,165㎡,南北,共5层,2017年建造,8182元/㎡,135万,买高层小三房的价格买别墅135万现房别墅送车位   即用
金田小区,章贡文明大道文明大道44号,4室2厅2卫,185㎡,南北,高层(共6层),1997年建造,4573元/㎡,84.6万,82万购买文明大道185平米大气四房二卫赠送14平米柴间急售
巨亿城,章贡八一四大道八一四大道,4室2厅2卫,115㎡,南北,高层(共33层),2018年建造,11740元/㎡,135万,章江新区一桥之隔 全新精装修未入住 中间楼层 采光充足
金城苑,章贡红旗大道东胜山路15号,2室2厅1卫,72㎡,南,中层(共7层),1993年建造,5417元/㎡,39万,老城区 东胜山路 改造好的小区 精装2房 中间楼层 好停车
钓鱼台,章贡文清路厚德路,2室2厅1卫,78㎡,南北,高层(共7层),1991年建造,6154元/㎡,48万,钓鱼台，有院子，好停车，  边上，户型通透
钓鱼台,章贡文清路厚德路,2室2厅1卫,78㎡,南北,共5层,1992年建造,6026元/㎡,47万,南门口文清路大公路一  赣州三中附近大公路精装修2房2厅1卫
新力钰珑湾,章贡虔东大道科盈路,3室2厅2卫,118㎡,南,高层(共27层),2020年建造,7873元/㎡,92.9万,首期八万买 步步高商圈 新力钰珑湾 精装边套三房两厅两卫
联创城市花园,章贡章江北大道章江北大道28号,5室2厅3卫,322㎡,南北,高层(共16层),2006年建造,8945元/㎡,288万,联创花园风水江景5房带400平花园288万
东郊路28号小区,章贡东郊路东郊路28号,2室2厅1卫,94㎡,南北,中层(共7层),2004年建造,5830元/㎡,54.8万,2004年报建 周边   菜场 停车一应俱全 随时约看
新力钰珑湾,章贡虔东大道科盈路,6室3厅4卫,185㎡,南,共4层,2020年建造,8584元/㎡,158.8万,赣州市后花园 新力钰珑湾 叠墅复式四层 带花园带酒窖 送车位
营角上路16号小区,章贡营角上营角上路16号,3室2厅2卫,132.09㎡,南,高层(共7层),2000年建造,5981元/㎡,79万,已加装电梯，有院子好停车，超大南向阳台
钓鱼台,章贡文清路厚德路,2室2厅1卫,78㎡,南北,高层(共7层),1991年建造,6154元/㎡,48万,钓鱼台，有院子，好停车，  边上，户型通透
蕻菜塘40号住宅,"章贡赣江路大公路,近和平路",2室2厅1卫,64㎡,南北,低层(共7层),1996年建造,5594元/㎡,35.8万,首F9W 月供仅一仟 买低楼层南北通透临江小区 视野无遮挡
八一四大道18号小区,章贡张家围八一四大道18号,3室2厅1卫,74㎡,南,中层(共7层),1986年建造,6460元/㎡,47.8万,八一四大道汽车站对面全新精装三房满五  好停车采光好交通方便
润达悦公馆,章贡红旗大道红旗大道33号,1室1厅1卫,48.69㎡,南,高层(共25层),2018年建造,10639元/㎡,51.8万,文清路南门口江景房步步高楼上全新精装70年产权公寓视野好停车
赣南宾馆北院,"章贡大公路大公路,近健康路",2室2厅1卫,69㎡,南,中层(共7层),1981年建造,5334元/㎡,36.8万,大公路卫府里旁单位房全新精装正规大两房采光好有院子停车健康路
九里峰山原山,章贡蓉江新区峰景路,4室3厅4卫,215㎡,南,地下(共3层),2016年建造,11535元/㎡,248万,只要一万一单价，送院子地下室和车库，超高性价比
巨亿城,章贡八一四大道八一四大道,4室2厅2卫,130㎡,南北,高层(共33层),2020年建造,9293元/㎡,120.8万,巨亿城正规四房 不靠高架 可看江景 拓展面积大
建国路4号住宅,章贡西津路建国路4号,3室2厅1卫,105㎡,南北,低层(共7层),1996年建造,5715元/㎡,60万,章贡区 建国路 郁孤台附近 精装3房2厅1卫   楼层
黄屋坪路5-13号小区,章贡黄屋坪路黄屋坪路5-13号(单号),3室2厅2卫,120㎡,南北,中层(共6层),1995年建造,6000元/㎡,72万,南门口 步步高 大露台精装三房 楼层好 改造以后好停车
春江花月C区,章贡三康庙章江北大道142号,3室2厅1卫,87㎡,南北,中层(共6层),2012年建造,8253元/㎡,71.8万,首期15个W 三康庙附近春江花月三房 房龄新看房方便
土地庙7号小区,章贡三康庙土地庙7号,3室2厅2卫,95㎡,南北,低层(共7层),1996年建造,5895元/㎡,56万,好房推荐，3房，2卫，好停车，土地庙三康庙，国际时代附近
滨江城市广场,章贡杨公路杨公路5号,3室2厅1卫,65㎡,南北,中层(共8层),2008年建造,7385元/㎡,48万,月   租 精装三房 采光不差 楼层好 停车方便
二六四大队青年路小区,章贡三康庙西郊路6号,3室2厅1卫,80㎡,南北,高层(共7层),1999年建造,6125元/㎡,49万,49万买江景正规三房 赠送柴火间 中间楼层 户型方正
西郊路7号小区,章贡三康庙西郊路7号,3室2厅2卫,118㎡,南,中层(共7层),2000年建造,5339元/㎡,63万,青年路 西郊路阳明小  学旁精装3房2厅2卫仅63万
环美嘉,章贡西津路文清路77号,3室1厅1卫,90㎡,南北,高层(共7层),2003年建造,5667元/㎡,51万,文清路精装三房老城区繁华地段，总价低全新装修。
黄屋坪路5-13号小区,章贡黄屋坪路黄屋坪路5-13号(单号),4室2厅2卫,110㎡,南北,高层(共8层),1995年建造,6091元/㎡,67万,黄屋平精装四房俩卫南北通透户型，小区正在改造中带落地窗。
大公路69-71号小区,章贡大公路大公路69-71号,3室2厅1卫,65.05㎡,南,高层(共6层),1996年建造,6918元/㎡,45万,捡漏！大公路一小    实际使用面积超百平米精装三房
文明大道129-138号小区,章贡杨公路文明大道129-138号,4室2厅2卫,105㎡,南,中层(共6层),2000年建造,6191元/㎡,65万,三康庙大润发精装修四房  楼层
黄屋坪路14号小区,章贡黄屋坪路黄屋坪路14号,4室2厅2卫,130㎡,南,低层(共7层),2000年建造,6616元/㎡,86万,红旗二小   黄屋坪14号小区精装4房2厅2卫非常好停车
悦蓉府,章贡中央公园赣南大道,4室2厅2卫,122㎡,南,高层(共16层),2020年建造,9263元/㎡,113万,捡漏 正规四房 单价8000多    楼层 急售113万
西郊路7号小区,章贡三康庙西郊路7号,3室2厅1卫,89.8㎡,南北,高层(共7层),1999年建造,5435元/㎡,48.8万,捡漏啦！ 房东全新装修 户型方正 拎包入住 周边配套齐全
景荣花苑,章贡章江北大道营角上路25号,6室3厅3卫,203㎡,南北,高层(共7层),2004年建造,5813元/㎡,118万,南门口附近房东急售景荣花苑带露台送30平车库精装修有钥匙
厚德路55-60号小区,章贡大公路厚德路55-60号,3室2厅1卫,85㎡,南北,高层(共8层),1997年建造,6589元/㎡,56万,厚德路精装三房，有小区好停车，生活配套成熟，交通便利。
银天小区,章贡八一四大道八一四大道54号,3室2厅2卫,93㎡,南,低层(共7层),2004年建造,6237元/㎡,58万,章江大桥旁小区 八一四大道 正规三房两卫 小区好停车 楼层好
九里峰山原山,章贡蓉江新区峰景路,4室3厅4卫,215㎡,南,地下(共3层),2016年建造,11535元/㎡,248万,只要一万一单价，送院子地下室和车库，超高性价比
冶机厂小区北区,章贡三康庙廉泉路,3室2厅1卫,76㎡,南北,高层(共6层),1996年建造,6185元/㎡,47万,小区能停100辆车 三康庙冶机厂宿舍 正规三房 可按揭
马扎巷32号小区,章贡西郊路马扎巷32号,3室2厅1卫,93.69㎡,南,高层(共6层),1999年建造,6405元/㎡,60万,西津路  旁赣州三中附近马扎巷社区精装修南北通透3房2厅1卫
春江花月C区,章贡三康庙章江北大道142号,3室2厅1卫,87㎡,南北,中层(共6层),2012年建造,8253元/㎡,71.8万,首期15个W 三康庙附近春江花月三房 房龄新看房方便
悦蓉府,章贡中央公园赣南大道,4室2厅2卫,122㎡,南,高层(共16层),2020年建造,9263元/㎡,113万,捡漏 正规四房 单价8000多    楼层 急售113万
馨林苑,章贡三康庙宋城路42号,3室2厅2卫,110㎡,南北,低层(共7层),2000年建造,6910元/㎡,76万,房东急售一楼带院全新精装修居龙苑  花园80平大院3房有钥匙
嘉福尚江府,章贡章江北大道东江源大道,4室2厅2卫,142㎡,南北,中层(共32层),2019年建造,14789元/㎡,210万,房东急用钱亏本降价急售 142平米四房只要210万
八一四大道33号小区,章贡八一四大道京九路,4室2厅2卫,131㎡,南,中层(共7层),2001年建造,6397元/㎡,83.8万,八一四大道九方旁全新精装正规四房采光好贸易广场白云小东城公馆
云山花园,章贡张家围云山路4号,4室2厅2卫,116㎡,南北,高层(共7层),1998年建造,5863元/㎡,68万,八一四云山花园，精装四房，户型方正，有小区有院子，可商贷
二六四大队青年路小区,章贡三康庙西郊路6号,3室2厅1卫,80㎡,南北,高层(共7层),1999年建造,6225元/㎡,49.8万,一线江景 三房 全新装修 三中七中 阳明小薛就在家门口
巨亿城,章贡八一四大道八一四大道,4室2厅2卫,111㎡,南,高层(共30层),2017年建造,11442元/㎡,127万,老城区 电梯房 4室2厅 双卧朝南 采光好 小区环境优美
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,4室2厅2卫,142㎡,南,中层(共19层),2017年建造,14578元/㎡,207万,恒大帝景珑珺苑 全新装修四房 中高层 拎包入住
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,4室2厅2卫,143㎡,南北,低层(共33层),2019年建造,14196元/㎡,203万,急售恒大物业 精装4房落地飘窗 牡丹亭   单价美丽
群星住宅小区,章贡张家围张家围路15号,3室2厅1卫,85㎡,南,低层(共6层),1998年建造,5177元/㎡,44万,房东急售！张家围改造小区可以停车！采光充足，中间楼层
小教场1-5号小区,章贡大公路小教场1号,3室2厅2卫,100㎡,南,中层(共7层),2000年建造,7300元/㎡,73万,文清路 小教场 全新精装 3室2厅 南北通透 小区正在改造
金色家园(章贡),章贡张家围张家围路28号,3室2厅2卫,125㎡,南,高层(共7层),2003年建造,5680元/㎡,71万,红旗二小 黄屋坪 张家围金色家园精装3房仅71万
华谊城,章贡文明大道文明大道19号,3室2厅2卫,98㎡,南北,高层(共23层),2015年建造,9490元/㎡,93万,装修花了30W，全屋瓷砖上墙，正规三房两卫，边套朝南光线充足
东城国际北区,章贡八一四大道拜将台路,4室2厅2卫,116㎡,南北,中层(共8层),2019年建造,9742元/㎡,113万,八一四2019年全新小区，精装四房有小区好停车
赣电南苑,章贡红旗大道红旗大道31号,3室2厅1卫,100㎡,南北,中层(共6层),1996年建造,6200元/㎡,62万,南门口赣电南苑 三房 小区很好也好停车可装电梯 可按揭
文清路53-55号小区,章贡大公路文清路55号,3室2厅2卫,100㎡,南北,中层(共7层),1996年建造,7500元/㎡,75万,文清路精装三房，有院子好停车文清商业圈繁华地段，出行方便。
上壕塘24-31号小区,章贡三康庙上壕塘24-31号,3室2厅1卫,80㎡,南北,高层(共7层),1994年建造,6725元/㎡,53.8万,房东急售 赣3中 文清   房东全新装修 南北通透好停车
联泰天璞,章贡蓉江新区105国道,4室2厅2卫,134㎡,南,低层(共30层),2019年建造,11866元/㎡,159万,联泰天璞 房东急售 毛坯大四房 户型方正 南北通透双阳台
东郊花苑,章贡黄屋坪路东郊路89号,3室2厅2卫,130㎡,南,中层(共7层),2008年建造,7077元/㎡,92万,08年的房子 南北通透大三房 好楼层 采光很棒全天晒 好停车
滨江西苑,章贡章江北大道章江北大道22号,4室2厅2卫,110㎡,南,中层(共7层),1997年建造,6364元/㎡,70万,章江  道 通透3加1储藏间再送大杂间 小区免费停车红旗二校
巨亿城,章贡八一四大道八一四大道,5室2厅2卫,141㎡,南北,低层(共32层),2018年建造,10497元/㎡,148万,急售 章江大桥旁豪装正规5房 园林小区 配套齐全
健康路75号小区,章贡文清路健康路75号,3室2厅1卫,100㎡,南北,共5层,1995年建造,6600元/㎡,66万,健康路精装3房，南北通透，有小区好停车，生活配套齐全。
宝能世纪城(西区),章贡赣江源大道 安远路8号,3室2厅1卫,90㎡,南北,低层(共32层),2016年建造,15334元/㎡,138万,宝能城精装三房  章江新区    的文清豪德
琳轩花园,章贡红旗大道红旗大道12号,2室2厅1卫,75㎡,南,中层(共7层),1992年建造,5200元/㎡,39万,红旗大道琳轩花园小区精装2房仅售39万
黄屋坪路14号小区,章贡黄屋坪路黄屋坪路14号,4室2厅2卫,110㎡,南,高层(共7层),2000年建造,5728元/㎡,63万,黄屋坪精装四房业主急售，南北通透.
三康庙社区,章贡三康庙西郊路18号,3室2厅1卫,80㎡,南,高层(共8层),1992年建造,5850元/㎡,46.8万,改造示范点小区 菜场 阳明一校都在家门口 小区超好停车
钓鱼台,章贡文清路厚德路,2室2厅1卫,78㎡,南,共5层,1988年建造,5898元/㎡,46万,钓鱼台 正规2室2厅1卫 全新精装修 南北通透 楼下好停车
二六四建国路生活小区,章贡文清路建国路3号,3室2厅1卫,110㎡,南北,中层(共7层),1995年建造,5637元/㎡,62万,赣州公园郁孤台景区旁 精装三房 大阳台 生活便利老人家住合适
联泰天璞,章贡蓉江新区105国道,4室2厅2卫,143㎡,南北,低层(共30层),2020年建造,11539元/㎡,165万,笋盘推荐 联泰天璞 通透毛坯四房 带8米长阳台 急售165万
公路局宿舍,章贡红旗大道环城路,4室2厅2卫,116㎡,南北,高层(共8层),1996年建造,6794元/㎡,78.8万,电梯房！电梯房！文清   全新装修 有小区好停车 随时看房
姚衙前社区,章贡和平路均井巷,3室2厅2卫,90㎡,南北,中层(共7层),2001年建造,6645元/㎡,59.8万,郁孤台景区旁精装三房，有小区好停车
68号花园,章贡张家围八一四大道68号,3室2厅2卫,133㎡,南北,中层(共7层),2002年建造,6391元/㎡,85万,赣南日报旁 南北通透户型 精装大三房  位置安静 准电梯房
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,3室2厅2卫,140㎡,南,中层(共7层),2019年建造,17000元/㎡,238万,E地块 恒大帝景珑珺苑 31户型带露台 豪华装修 拎包入住
榕树苑(章贡),章贡黄屋坪路张家围路50号,4室2厅2卫,160㎡,南,高层(共7层),2005年建造,6625元/㎡,106万,江边小区精装四房，南北通透双阳台，有物业好停车，红旗二小
巨亿城,章贡八一四大道八一四大道,5室2厅2卫,128㎡,东,低层(共28层),2019年建造,11563元/㎡,148万,巨亿城小区精装5房，大阳台，近江边中央空调，小区好停车低楼层
广贸中心商厦,章贡八一四大道康定路1号,3室2厅2卫,150㎡,南北,高层(共6层),1998年建造,4400元/㎡,66万,大露台复式结构，价格  ，三房三阳台，南北通透，前后无挡
第五大道铂峯,章贡中央公园琴江路6号,5室2厅2卫,180㎡,南北,高层(共30层),2020年建造,13445元/㎡,242万,大平层万象城 使用面积大 阳光明媚 双主卧设计 户型
西郊路7号小区,章贡三康庙西郊路7号,3室2厅1卫,90㎡,南,高层(共7层),1999年建造,5556元/㎡,50万,西郊路 全新精装 3室2厅 送家具 拎包入住 有柴间 采光好
滨江东方胜境,章贡东郊路东郊路8号,3室2厅1卫,80㎡,南北,中层(共7层),2010年建造,6875元/㎡,55万,古城墙 江边精装三房 好晒太阳 楼层不高 好停车
赣南宾馆北院,"章贡大公路大公路,近健康路",2室2厅1卫,70㎡,南,中层(共6层),1981年建造,5000元/㎡,35万,文清路 健康路 大公路赣南宾馆单位大院精装2房仅35万
滨江爱丁堡(一期),章贡章江北大道章江北大道,8室2厅3卫,310㎡,南,低层(共6层),2008年建造,8807元/㎡,273万,老城区单价9000起买500平复式别墅 有车库前后花园带露台
嘉福尚江府,章贡章江北大道东江源大道,4室2厅2卫,136㎡,南北,高层(共33层),2021年建造,15074元/㎡,205万,滨江F4嘉福尚江府 南北通透 一线江景 毛坯四房 性价比超高
蕻菜塘40号住宅,"章贡赣江路大公路,近和平路",3室2厅1卫,67㎡,南,中层(共7层),1997年建造,6538元/㎡,43.8万,蕻菜塘 全新精装 3室2厅 地理位置优越 医疗教育机构完善
黄屋坪路5-13号小区,章贡黄屋坪路黄屋坪路5-13号(单号),3室2厅2卫,100.4㎡,南北,中层(共7层),1998年建造,6973元/㎡,70万,送大露台 黄屋坪 精装3房2厅2卫 全新精装   楼层
和平路56号小区,章贡和平路和平路56号,3室2厅1卫,90㎡,南,低层(共7层),2001年建造,5445元/㎡,49万,卫府里旁，超大使用面积，低楼层大阳台
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,4室2厅2卫,158㎡,南,中层(共7层),2020年建造,20570元/㎡,325万,中航云府旁  恒大帝景洋房 带  大露台 带车位
中梁华董国宾府,章贡八一四大道栎木坑路,3室2厅2卫,120㎡,南北,高层(共22层),2020年建造,10000元/㎡,120万,捡漏 中梁小高层 南北通透大三房 采光视野好 性价比超高
东郊花苑,章贡黄屋坪路东郊路89号,3室2厅2卫,135㎡,南,中层(共7层),2005年建造,6889元/㎡,93万,红旗大道精装三房低楼层南北通透采光好，小区好停车有物业
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,3室2厅2卫,128㎡,南,中层(共7层),2019年建造,15469元/㎡,198万,章江新区经开区 恒大帝景 洋房3房 带精装修 周边云府 中海
碧桂园联发蓉江府,章贡蓉江新区兴国路,3室2厅2卫,105㎡,南北,低层(共30层),2018年建造,13239元/㎡,139万,碧桂园联发蓉江府，105平二卫户型，开发商装修，赠送露台！
马扎巷32号小区,章贡西郊路马扎巷32号,3室2厅1卫,95㎡,南,高层(共6层),1996年建造,6527元/㎡,62万,郁孤台 西津路 全新 精装 3房 南北通透   方便 环境好
春江花月C区,章贡三康庙章江北大道142号,3室2厅1卫,84㎡,南北,中层(共7层),2011年建造,8786元/㎡,73.8万,章江  道大型小区好停车精装3房  楼层
巨亿城,章贡八一四大道八一四大道,4室2厅1卫,95㎡,南,低层(共32层),2018年建造,12106元/㎡,115万,巨亿广场旁 视野开阔 出行方便 环境优美 随时看房
恒大帝景珑珺苑,章贡蓉江新区牡丹亭路8号,3室2厅2卫,143㎡,南,中层(共6层),2020年建造,16644元/㎡,238万,中海滨江壹号天玺旁恒大帝景豪装31房，带私家小露台牡丹亭
碧桂园联发蓉江府,章贡蓉江新区兴国路,3室2厅2卫,121㎡,南北,低层(共32层),2019年建造,13058元/㎡,158万,调价，VR看房，蓉江府精装修3房，中间楼层，日照时间足
华城名苑北区,章贡中央公园五指峰路,3室2厅1卫,97.9㎡,南,高层(共26层),2018年建造,12871元/㎡,126万,万象城旁 现代简约风  周边配套齐 全房东急售，随时看房
厚德路55-60号小区,章贡大公路厚德路55-60号,3室2厅1卫,100㎡,南北,高层(共7层),1997年建造,5100元/㎡,51万,厚德路精装三房，中间路段 小区自带门禁 保护性好 南北通透
银天小区,章贡八一四大道八一四大道54号,3室2厅2卫,100㎡,南北,低层(共7层),2002年建造,6800元/㎡,68万,02年房龄，八一四大道正规小区精装大三房，低楼层好停车。
九方巨亿广场翡翠公寓,章贡八一四大道八一四大道,1室2厅1卫,46㎡,南,高层(共29层),2018年建造,8653元/㎡,39.8万,首一万，月两千买七十年住宅小区。民水民电家私电齐全
